attendance,midterm,final,assign_avg,participation,study_hours,age,gender,weighted_score,lulus
92.45520119116198,59.92564948092922,59.71113210417754,64.71873487407849,74.12723542650902,3.5138794102998903,24,0,61.73930966410146,0
75.75022476777362,69.61668893512832,64.85668689683011,68.3334386461576,99.24391877435274,10.83741005782127,23,0,70.54708607483441,1
82.65027624148786,87.59093528889048,85.11583771069091,77.45266837923572,78.97271529029055,8.077833022075533,19,0,84.72524756678517,1
88.15503431403563,78.15400231891648,75.93841993502888,60.57420568708693,89.23974378143683,7.445951021571101,22,0,76.61836384843052,1
95.09785127122359,64.44078501870841,74.90384867051317,70.25183145892484,65.25976059974745,6.3044398307105896,22,1,69.28901268155587,1
78.8506576215471,81.57548065972517,84.76346943251959,78.80943913500211,84.9980047884742,6.7792446180769925,24,0,82.91632442924555,1
81.28581023336183,30.0,69.93942317400905,71.00567514740986,75.58535676433051,12.187647177952558,20,0,54.63487246077766,0
72.0790502599397,87.23148550558156,77.85697274893334,73.87935769320062,50.981785406255355,6.659023672527893,23,1,78.52149761175157,1
72.9803337591933,43.904293318328506,70.45167370601256,68.64801465061954,76.3704200959775,2.635741146793725,19,1,60.24423028439614,0
93.86765822394199,64.56338587895301,75.98043524099442,56.8263562898308,50.166066731193794,10.974607102160693,18,0,66.91677075008144,1
99.70480028570823,53.20495158060784,63.25862013582627,78.85911853607087,57.34239450230416,7.180493344541131,22,0,60.20557999041115,0
84.22229878419667,50.57977786418641,35.41774262585356,96.0591968597669,73.78656614584749,8.125583462131106,25,1,51.383584496577434,0
95.77772897892024,87.41240181067779,69.98581256720544,75.22081956940126,75.94488546760248,14.430313225598042,18,0,78.07585625485366,1
89.35876025047635,62.98448198032163,93.3412220414991,77.70316940697059,46.215350698457414,7.917757770597971,19,0,74.92213361927111,1
76.69120245394875,75.19755822596073,85.89323103362389,83.31267306140231,91.07971542365752,9.1567346924749,24,1,81.87555455233984,1
89.35635605508415,69.29619131681224,86.48096226886756,59.768034041439606,81.44012556600946,3.284306034806699,25,0,76.43167739501682,1
99.8424,77.15561240834683,90.54196082709326,95.43017589755527,55.90543128778232,7.1213221905961595,22,0,82.2125900127098,1
85.38413960890048,71.15232836590383,73.32986386442155,77.42794555707363,39.24830407101649,10.438104180834404,22,0,69.46050185493917,1
99.8424,50.755116637171454,74.95973561108393,94.58228278906931,67.10190841837138,1.7785050646350307,23,0,66.45436002004622,1
58.64494895910255,84.94400229170711,62.73522156848475,66.20360405371213,61.0811257227768,8.803380372462838,25,0,71.80016252172564,0
91.36142504375223,62.593651252580315,67.25890715959426,96.81674307069389,72.26280914106046,8.403164290579225,18,1,68.84897858604526,1
87.0128706823817,46.651271520103734,81.23656724656712,84.3018659284174,62.73766677688867,8.165149822349758,24,0,65.85908877719895,1
82.95232649534132,63.578272585511314,90.05826655753225,81.6364810302283,29.850862785099807,12.148635594632973,23,0,72.60335003875025,1
85.06000776535502,92.51139685951466,69.908305864785,77.80829345223778,62.233061233976834,9.337754059394086,21,0,78.97201655834132,1
66.06671085399108,82.7533261317024,65.24716102722883,72.01765658310661,63.88761777863374,13.912287593425777,18,1,72.79072229974653,0
82.94568112162487,64.7702179838821,72.00791938284895,89.40637990168648,82.67322049548117,4.025641937623855,18,0,71.91921498640919,1
88.91352571511746,64.76113443522357,81.01810123393672,76.68431843817656,56.03600650777901,8.543698268873392,21,0,71.58372676225969,1
100.0,65.17547423173926,50.34217775799687,51.395163556954174,100.0,8.33786714555979,19,1,61.34657715158988,0
80.15969781726352,100.0,37.55728570294143,61.59376245951597,31.76718898696486,3.7229820249796797,25,0,64.35900942582465,0
75.55746397106812,75.7290317834733,63.74194725762625,72.76985097368703,96.22334995605249,11.825180008365384,25,0,72.68771170941378,1
81.12482956415462,76.45062470786604,53.689313611287616,78.71998779798666,65.51362058243791,17.29869322341127,19,0,66.47933616570393,1
92.29642117702073,85.45425181047763,64.37789703529033,74.32093813320125,87.19169744687113,7.931975702064676,22,0,76.08412309631441,1
89.02991109659685,73.5818373853977,69.78329521773793,89.62764947752396,71.59602968117466,10.020084353095069,20,0,73.46842095712412,1
79.54479796232961,66.11436781268945,65.2012738646548,51.586777631536506,92.79111072050938,8.338073903261309,23,1,66.96404550614228,1
90.87507433113356,67.05475226372532,93.78701301706118,76.72305523806192,62.252760708943775,5.145661320371296,20,0,78.23428770701517,1
86.7131754934804,68.92598110878905,76.90117146903481,53.18424929535414,48.027591496443755,0.7169588887919351,22,0,68.45204511030933,1
93.32884990532888,69.44166645235238,76.50711539416243,84.11654754581002,98.41008574542127,5.176906067618539,25,0,76.63217606772906,1
78.92186906122649,80.9144431545547,81.33310716065102,73.86649542669596,67.73038708235718,2.432166476193075,20,0,79.05870837698761,1
82.66577853402232,70.77918828710949,54.917503233288464,80.03531966428942,74.43116947248421,14.816408312236472,18,0,65.72532552183655,1
80.92131846867842,80.98960115823368,87.58667681130403,64.6334044729228,94.6950382808959,7.539561224307043,18,1,83.36335546319695,1
71.00725051867882,68.78925129837127,70.8635357019681,90.35357917989302,49.360895158111305,6.616322683811317,21,0,69.83256223393619,1
86.10360277064575,71.17952785474137,82.05720925861819,87.50069596870621,81.90981795278515,11.556615299151224,21,1,78.23574623749296,1
85.75295272179889,40.026989732018386,55.92214150439767,82.00253163614265,58.20210487074218,3.512995588576448,22,0,52.40011614525491,0
84.8935345664246,83.74491512053723,48.693618509759034,73.44579303763871,67.35661288711256,4.9325438479817905,22,0,67.05565404459364,1
80.79652866624852,75.19732713846989,84.26834487037543,81.95828742354159,71.44557930768578,8.272289076994484,24,0,79.12665547666086,1
69.48869257949585,84.97015164789478,77.64614289146274,66.51728918415182,39.99556277106128,12.115075965693922,22,0,75.69780301126433,0
78.93594677234641,30.0,58.46922668463735,85.26666790824855,54.42325914359131,10.006740180675152,18,0,49.35668337903893,0
79.7152548347323,100.0,58.95505378087958,94.79377073188705,97.02145784826278,8.993300570063528,20,0,82.76354437036682,1
75.1196273077838,67.9061555776724,88.88152176622154,87.84732671975024,87.72382377169592,8.312470940944065,23,1,80.2721859867022,1
83.7295428833399,86.62274225106275,54.15882160699008,66.24477036231109,68.7472084534553,9.6009434221071,24,0,69.81182342479778,1
89.78290856814539,54.401411093117034,96.64009429883944,79.33700780727723,74.86246917025787,8.80661162051702,24,0,75.8365498545361,1
100.0,79.19160857593855,58.49068898028197,59.482301474896225,64.11514988727085,3.880110900892257,25,0,67.43266415870491,1
84.88817812831839,54.198766552395156,81.57587888412574,81.8686837341081,97.13166771655963,8.184316886532605,24,0,72.20989331967513,1
88.51790390722765,60.64346558956292,67.07072286376523,80.40724095435047,65.99294844411672,3.7052453643289898,22,0,65.72569432117797,1
84.99794084233834,98.71047030800179,81.04781146623515,52.56220392561403,74.63684184269697,8.324330171603295,22,0,84.62321728652587,1
65.75468784700959,67.1397639885498,63.838289968287114,61.058593873051635,92.92060288284131,6.077408234047034,18,0,67.78914125832407,0
83.37726124550782,73.26149309769585,69.55810640891559,71.6023332390748,54.45257030308187,18.157526491131446,23,1,69.73333015686025,1
86.54470209941027,83.05101596033131,72.61378763093582,71.38968303431008,100.0,7.840422464993153,18,1,79.40488973993786,1
100.0,77.43522831958907,56.96718816327791,60.486276774974336,39.39077180513246,2.383041734953645,23,0,63.74867145115748,0
82.91879035218878,72.25628357715365,83.11236518130188,79.6677447522262,100.0,7.463279157292302,18,0,80.11423397860483,1
88.65787342333611,75.47441503699338,64.30179650292622,78.01768330728615,62.546488320960506,10.077434982551551,20,1,69.9669017787925,1
82.79528230294756,100.0,68.57100126989972,72.66877041625777,65.14602504349436,14.693455784610094,25,0,81.20988005393511,1
71.45561962380468,69.13571804449622,57.08475938087231,65.93050199809964,32.19979657634114,5.642190400245126,22,0,60.30122082759149,0
97.3706281451502,73.01648570072452,33.56499511807034,87.58448551699877,60.90410565244614,1.67028810390544,19,0,57.48145144446244,0
92.46173032686775,85.75981594011418,69.13458356099747,94.86488535705953,49.20386937946232,11.267348045723924,19,0,76.36463527409686,1
91.55271947043046,86.58288899436975,100.0,69.19726219384155,57.84707309253055,2.4776051764013953,25,0,87.33758912638511,1
75.84852545205261,87.8054545834057,83.76906431847036,67.65399699414215,67.2537806842224,6.25537823397006,22,0,82.1205853285869,1
97.67034310936099,79.58095333043777,71.71109430398408,80.89449198494395,89.15583228945812,6.969518057956024,24,0,77.52185148120894,1
72.12388937207719,52.854926309042746,68.05663756187599,70.70364744303616,74.15206702801251,7.721466186799567,22,0,62.850196995472366,0
91.5109709380027,94.50147298451644,72.3369883921807,73.3272335920412,76.15353306802228,10.756657828297342,22,1,81.68346121668522,1
100.0,52.804819104719684,80.20678672762816,83.87583782069606,48.08961222308875,5.265462870854449,25,0,66.40118733731762,1
74.23703674869311,74.5395319785855,54.28780777036732,52.087726949912486,52.3849182079454,6.905082991332957,22,0,61.97820041536691,0
80.27942270397229,58.68586224970963,88.71482542003308,90.81962789823203,100.0,7.942918588202446,24,0,78.0422378577203,1
84.1389136508764,69.0379248011051,82.73071973161866,75.8721662919521,55.29597930473507,8.598391830075153,23,1,73.82427237275823,1
78.107643458838,74.9314361545522,82.77278588561902,70.06208226525384,100.0,8.39130869883169,25,1,80.08789704259388,1
70.43576568933868,74.8203582317541,78.57713608214591,73.92919014934262,65.13877602238267,9.744023100890319,20,1,75.26579434273253,1
85.62802974806029,76.32881131352927,72.29424986540985,74.54915226024623,70.04575872287008,11.375358038566949,19,0,73.90871556988728,1
74.51936286273894,94.20566903587971,82.09291853950229,54.225584358660896,91.40730320459859,9.570536462603872,25,1,85.08272378647877,1
89.67832430635183,76.8030145227097,80.87721200612067,92.93925872943883,95.43784843877313,9.814342094036874,21,1,81.90980132835335,1
76.44815765766197,66.33765047064027,66.68938933588464,75.49590758724742,67.78374879441824,1.6711073330140893,19,0,67.53878156077653,1
98.1424,84.46130752432536,63.39597340654649,80.3160255653685,62.235138929569224,8.200910796662722,19,0,73.3980288218425,1
77.10986707663764,87.8420573338696,73.5278444289298,86.41859724688851,68.88159102955574,9.918030192006434,24,0,80.07797953276419,1
81.72178483794325,51.58588277294511,95.23530227242782,62.7460505092764,76.75915056464237,10.915764778281801,18,1,72.67899412554105,1
91.2775721736967,78.96100104774787,53.41339386519149,80.68166278842274,87.8260737373951,5.230596903064823,22,0,69.80053161775754,1
73.83375683566044,80.51759113466348,49.9871210137134,71.78830690921448,70.08459717988303,5.36384290044542,22,0,66.38917526826052,1
87.9169993460413,65.53654744960012,74.47141261854775,85.16124930259792,82.37772596046307,5.703597298865606,22,1,72.75708155356526,1
96.71382754282428,90.6356021996743,72.76331552784028,49.473270955782056,100.0,10.145655599565373,18,1,80.30689418658403,1
69.66756765438772,67.7491661945121,74.60012496555612,73.81086839710477,77.6261922452957,12.135524219696833,24,1,72.08342252826733,0
86.68873858532304,71.88364680207313,75.6592979686275,67.76615213059246,76.23305712009557,6.370159570833594,25,1,73.41709883334906,1
87.44122794248423,67.40392263574195,68.65196618047793,80.18715540760986,39.621783498198646,11.631849254508197,20,0,66.4032494170688,1
91.9606287177731,70.23368571372201,94.34795157903123,80.64053024841843,17.38539726341873,8.493919236658376,20,1,75.635247668285,1
73.27289289121917,53.55587369657197,47.98644032285227,66.50848926213568,77.76751458460336,7.5028568913502545,24,0,55.04452599244361,0
70.93783386915723,48.39923676108559,59.57254462829631,66.45391362988748,68.10351537438255,7.154463080728124,21,1,56.64445545617976,0
91.16181565616898,93.91757594837458,70.45117859776428,73.67201557731205,59.70434650170516,10.986445458408628,20,0,79.08513802635727,1
88.71224673233186,57.29557977522508,47.35216783268749,64.2402932722175,74.87060408372689,9.30231126714828,24,1,55.770188778759476,0
85.64732850345877,55.129114758155396,69.36218393351893,85.10380434542552,68.79192541606183,17.10330171059055,25,1,65.18609245281847,1
88.80688209496975,37.699148295944276,96.92205248592028,70.56951359463065,92.55560501267797,4.591101428010703,20,1,70.16099217347669,1
78.54215278421509,60.41557378465747,72.31329732443943,40.116141368140305,71.72221736517956,10.072406808119903,22,0,64.27538431697074,0
85.96493697161003,50.153653098887524,75.46051358578025,70.50213532053833,55.06153429859665,5.883195960753948,23,0,62.80203363578061,0
87.77312473298682,94.63022740204553,53.097528522411295,62.53747414987233,89.80332477918577,4.522852052045424,24,1,74.32518226268854,1
77.99888581973632,85.1472563401395,62.75457887940784,55.424690214468654,65.65737850107595,7.956531451860111,19,0,71.2689409593734,1
99.8424,59.67774482233414,66.37205429514094,60.15088034132913,80.53073367344615,8.549409917628145,20,1,64.48808104846756,0
89.58072920911788,100.0,67.23427354865649,76.31290166199564,60.45178587614399,19.67269422024037,20,0,80.57017817327656,1
71.22936502797351,84.72648230487391,91.22465692505654,90.94368993897878,57.003462290051274,7.263416737267192,18,1,85.1751709148752,1
92.5079360863383,65.12752924737066,80.36536591087687,78.75821368637976,71.68336460371393,3.479285082061266,21,0,73.24131589230838,1
75.89558329772679,32.508914276896405,55.32813064594452,67.72195934141112,70.2565728708737,9.092042869977544,23,1,48.93267119036486,0
93.51324603742451,100.0,75.69757167648007,80.47085034204844,79.59654070733666,0.0,25,1,86.28576777553053,1
95.72835579007403,49.15641299854606,79.47332622745178,69.4909162773721,64.62708493380515,7.632172869582937,18,0,64.86369581151686,0
77.7355768164829,45.31901879564663,89.102235577819,66.66479557004226,33.27280432459205,8.064101129180642,22,0,63.76226173884969,0
93.7761612924432,85.3385564801446,95.70811029852561,61.14764798120419,61.34452232823223,11.178401531780846,19,0,84.66788374241173,1
90.070209269365,100.0,56.77358712258197,53.978054318979375,85.87636934287632,11.894488997711388,21,0,76.69487721521836,1
92.3630015999449,90.76409227765777,59.83713733184493,70.32091552128665,64.05247841513787,5.98572152436913,18,0,73.67783123744353,1
99.8424,78.4586368007854,53.136332116280755,76.89664187904158,65.07233194970904,7.397543941480268,24,1,66.83488494970153,1
81.6885188399713,78.92131512497929,68.48970211339528,73.84051595982132,89.72753011811875,4.935516677557317,20,0,75.32121150314384,1
78.1050383564251,82.80123338170462,78.99537561669501,70.00839686463169,55.76053545482154,3.4877497807692244,20,0,77.29553683130517,1
75.24725570374476,81.38392884680148,86.81001774883653,63.651047271638625,39.14393563514201,9.239579117522538,21,0,77.55707692893327,1
77.48429715034561,74.21787135954064,70.86073464536216,82.29895430021962,66.78737760949011,2.905657805613603,20,0,72.94007559293209,1
84.17138290585896,71.56301655927814,67.20228715117734,59.19441696064098,60.316520975025256,6.341492397712548,24,0,67.45721527774882,1
87.05391974816644,69.06110308150717,74.2763698837311,84.31233496612171,50.67507360493492,4.019304160403051,18,1,70.83373004320097,1
88.7093079933002,58.690531166999854,59.472856475549655,62.9733957728793,66.49243088202618,10.198732745161038,18,1,60.21193772251035,0
94.01423249036024,65.78987384699839,100.0,65.97077715176358,79.83011294493568,15.205720397065953,20,0,80.89603854846928,1
84.97241891877907,44.605647787069216,47.885084593229124,57.398577712611875,69.81422876864369,2.793648068786675,20,0,49.71757360024489,0
100.0,68.52490559807875,74.77110868343587,68.98317423737237,76.13962145372476,0.5879260684097236,22,1,71.83068528171557,1
80.99583166762044,55.17113339273624,100.0,86.70374950173574,100.0,7.500452458599731,19,0,80.73882830726808,1
100.0,53.44616024176344,72.10199766839996,81.18753706132748,63.14242276884872,8.062791183831033,25,0,64.65225914708299,0
91.09907347765007,72.69841226730217,69.14941447497759,86.74106534433642,75.56697269289339,8.87463722702919,21,0,72.9699345006349,1
77.07082443583717,90.880034295169,66.6383186578436,81.26571055120723,59.81573274801731,6.21471793906262,18,0,77.1154855111275,1
75.43347501938887,83.7747490900347,69.29412477356388,61.75596205763557,53.072805602260544,7.197442804698273,21,1,72.71042631142905,1
88.46712415243185,46.442490945652345,92.59272712014796,71.0305293080693,58.301846931644604,9.470041642162409,22,1,68.54732485029152,1
83.5077721467415,55.15557795144494,38.8220713300574,65.63761045059044,60.42482856956623,12.161723570579355,18,0,50.19730361461661,0
93.28240494092091,84.11156781982324,95.00150551944489,90.96689884846847,77.1895159509425,0.17980491872686866,22,0,88.46087081564836,1
90.87477624573545,55.26268909692536,50.64064271324783,60.63853624288426,100.0,6.524242243874151,22,1,58.425186348357705,0
83.41411087343127,66.63050275004463,68.00021506148377,85.72437227266933,55.6791312744832,8.855235175764253,23,1,67.99263747932662,1
76.47446281931596,78.25078148536828,65.56133369552008,85.71544644130523,61.66749388769075,4.328095581557056,20,1,72.26314010525495,1
69.99392775314135,55.47483317704547,80.8282990465608,96.95544242059304,68.73753973777504,14.924678527069197,24,1,71.0905511052793,0
81.2772504793298,71.5806325921894,48.02813472174378,70.08376088844604,77.91597697419495,5.4583604790850515,23,0,62.643480711837384,0
92.20638794323472,49.989617576226934,78.93258999122914,83.54786591496195,75.2710162390957,7.834829251970868,25,1,67.4507712423882,1
88.28333744130204,60.9794853407318,100.0,100.0,95.68191587896234,10.224088387369163,21,1,83.95998572418895,1
70.68501221288011,74.79672901213806,51.55238993110784,67.58829987679565,21.472158589295837,5.634860844792422,24,0,59.445693423907514,0
86.67420925851182,46.105093997024966,74.84559251415594,56.57951702961168,22.261402596086548,0.6137078087823316,21,1,56.26436656704219,0
89.79557379728837,76.60712106940599,62.070267333050865,52.43987959310684,60.08243655979702,6.2853818923338665,20,0,66.72318697627313,1
76.30382563798867,69.70543301609978,78.38830809289554,83.55254434633598,91.94600375087418,12.117762223708162,24,0,76.78735125331914,1
87.27965105945528,78.28734931625722,72.28721666123629,52.402197503296996,38.687039367888076,6.652419492859446,23,0,69.33875007811591,1
86.22448718445999,73.35871201096992,62.37769636433536,70.53217136474493,9.847353206124858,4.614262794164086,21,0,62.3325158072091,0
73.41269702169376,90.46210644960766,79.3180842730661,80.24775824446753,81.42358812438417,11.702688838010886,23,0,84.07921092595467,1
88.42027360348283,71.87836753971861,99.06522164680115,77.22210644195897,74.87314447405429,6.676900415907789,20,0,83.58696076620923,1
89.75024526368234,63.558916883121206,69.13644312409052,80.10533837021006,48.1958318640114,5.9593567453991305,24,0,65.90826102630685,1
94.97291243175276,71.83446254548426,82.79636913222274,77.66747826961024,50.2892079855814,8.597824358653238,24,0,74.64800129660196,1
95.48042052034903,78.14947043554582,52.60090563193255,90.34638975976071,50.60512560730651,11.083000838475149,18,0,66.39530196369807,1
71.56570632042909,70.73290105488556,57.65345434772987,63.57220343113444,72.2107063494788,17.526854126930182,22,0,64.9328331391075,0
76.76414960084877,70.60887536805824,79.08609416820566,66.87605833849763,57.47369447633986,11.308944430629692,22,1,72.3129630959893,1
88.29275267208659,59.47012468289867,94.26174042803947,65.72808665675011,79.88127837951039,12.639359865553377,23,0,76.05368254800132,1
91.28025950912209,60.05648623673578,77.3342002317849,84.96230174235131,12.907466741912181,5.976135204048578,24,0,64.74325143583462,0
88.79287686306047,48.96092092300459,67.30412954215268,85.80478306074076,52.86296269744402,3.8965275761220948,21,1,60.372794761881394,0
99.1424,96.24365114780409,71.98937108135031,80.4147038318221,47.478920781778996,8.249325398476492,23,1,80.08257135302188,1
89.35130510693166,51.34205146913072,53.243883990454236,89.20192400267914,64.87318643255016,8.428679661038386,23,1,57.24188522735692,0
97.298056401806,59.60642203306139,81.0677298953305,60.863509591483435,59.23904483019723,3.6859490345416113,19,0,68.27991621352483,1
92.68241763493202,59.22389101646204,85.23499593485114,95.00668933861364,85.95687559791533,7.298821880383949,25,0,75.87991127417817,1
92.15631251305797,83.42386565416662,65.2186450075038,93.2788634605471,32.81326456679885,9.597270406876524,24,1,72.06621706740276,1
82.98970755359655,65.57575482561958,64.94936778360747,83.82746396694895,70.90982952661504,9.44157358007232,22,0,67.68377839304722,1
93.73209220493267,88.716131090106,75.98817344478073,96.38158690525272,81.16672846423411,10.01715141353709,24,0,83.63655335090338,1
76.41414785462428,59.897640636341976,65.44920395939107,55.12052150786671,100.0,9.163858920549771,20,0,65.6507899890799,1
83.2742139325999,74.18491243335703,71.00801078061266,68.70662236484817,60.364680578130496,5.971965362919777,23,1,70.98429957988574,1
80.48876452170896,57.46979420110364,100.0,66.17635847181657,76.48917208705033,5.944397493404628,19,0,77.25447073632814,1
86.46114139386322,100.0,68.29461448881005,83.65775188508812,33.9227441487527,3.204194408024496,19,1,79.0758953989081,1
98.1424,52.18602371455731,66.62489771968167,62.39831112477425,22.160875913739524,15.13910015674038,22,1,55.98028727754698,0
64.96974807408252,74.64731065340541,62.286872915472614,84.08994179204983,86.895487515634,8.053801458477173,22,0,71.8722163583196,0
90.00500190374512,79.50665321398148,83.16287957249905,91.44643372796057,69.8887941270386,7.100587776820593,22,1,81.20133590009212,1
67.01524128810348,76.20698646177247,69.28163740172846,83.342434801008,93.57025379596845,4.2848316741901655,20,1,75.88671840509802,0
78.42308134210566,67.22068511683437,62.25940442517861,78.40501228393802,42.53194222060502,19.74263160931111,19,1,63.8857312672595,0
96.03190596967366,68.05268950399861,91.81956048409518,63.14551990919101,80.39804279057505,3.706687871108418,21,0,78.30325626521412,1
84.78520019095463,70.65717207968665,93.29404506770456,64.83778840649562,100.0,6.284608297575707,20,1,82.06426569960605,1
